,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY
2008-08-12,"1,034.70",941.49,"1,541.70",150.91
2008-08-11,"1,033.00",940.63,"1,553.94",150.65
2008-08-08,"1,027.90",935.05,"1,559.32",149.95
2008-08-07,"1,016.50",928.82,"1,572.32",148.42
2008-08-06,"1,015.90",937.61,"1,575.97",148.19
2008-08-05,"1,017.90",943.55,"1,579.07",148.69
2008-08-04,"1,017.40",944.40,"1,584.80",148.69
2008-08-01,"1,014.60",944.25,"1,579.83",148.52
2008-07-31,"1,012.10",938.69,"1,581.91",148.26
2008-07-30,"1,013.50",937.73,"1,580.05",148.56
2008-07-29,"1,008.80",937.55,"1,588.86",147.54
2008-07-28,"1,006.00",933.64,"1,579.42",147.51
2008-07-25,"1,010.00",945.87,"1,586.00",148.09
2008-07-24,"1,007.10",933.97,"1,579.43",147.50
2008-07-23,"1,013.80",940.88,"1,597.95",148.72
2008-07-22,"1,017.60",955.13,"1,619.51",149.30
2008-07-21,"1,019.50",956.38,"1,617.95",149.57
2008-07-18,"1,013.80",953.72,"1,607.68",148.72
2008-07-17,"1,012.80",962.55,"1,605.29",148.57
2008-07-16,"1,009.30",968.15,"1,605.80",148.10
2008-07-15,"1,010.50",956.73,"1,613.26",148.02
2008-07-14,"1,004.60",941.96,"1,594.70",147.15
2008-07-11,"1,003.00",935.02,"1,582.13",146.72
2008-07-10,"1,003.50",935.75,"1,578.30",146.62
2008-07-09,"1,006.50",937.41,"1,580.00",146.85
2008-07-08,"1,032.70",966.68,"1,620.31",150.67
2008-07-07,"1,042.90",970.14,"1,630.05",152.20
2008-07-04,"1,050.40",983.98,"1,649.65",153.34
2008-07-03,"1,045.00",986.04,"1,660.30",152.51
2008-07-02,"1,042.00",982.56,"1,649.90",151.98
2008-07-01,"1,047.00",988.20,"1,647.98",152.71
2008-06-30,"1,046.00",992.88,"1,653.20",152.57
2008-06-27,"1,042.50",975.21,"1,641.94",151.95
2008-06-26,"1,038.00",959.78,"1,623.85",151.29
2008-06-25,"1,039.00",962.75,"1,615.65",151.30
2008-06-24,"1,034.50",958.31,"1,611.13",150.58
2008-06-23,"1,041.00",968.82,"1,620.52",151.53
2008-06-20,"1,029.00",954.99,"1,599.58",149.63
2008-06-19,"1,028.00",955.92,"1,596.69",149.48
2008-06-18,"1,030.00",952.82,"1,599.59",149.67
2008-06-17,"1,025.00",951.72,"1,590.60",148.72
2008-06-16,"1,040.00",958.53,"1,599.00",150.68
2008-06-13,"1,043.00",965.29,"1,607.26",151.09
2008-06-12,"1,035.00",963.42,"1,596.90",149.84
2008-06-11,"1,030.00",958.14,"1,596.81",148.78
2008-06-10,"1,026.00",961.75,"1,596.66",148.27
2008-06-09,"1,031.80",980.80,"1,633.86",149.04
2008-06-05,"1,023.50",966.39,"1,580.18",147.56
2008-06-04,"1,017.30",970.06,"1,571.73",146.67
2008-06-03,"1,016.90",975.72,"1,584.33",146.80
2008-06-02,"1,023.70",974.49,"1,590.83",147.59
2008-05-30,"1,030.10",976.58,"1,594.49",148.51
2008-05-29,"1,030.30",981.52,"1,607.47",148.54
2008-05-28,"1,037.00",996.73,"1,631.10",149.47
2008-05-27,"1,041.50","1,002.41","1,640.99",150.12
2008-05-26,"1,048.50","1,015.00","1,653.48",151.08
2008-05-23,"1,047.60","1,007.02","1,646.62",150.84
2008-05-22,"1,045.00","1,011.91","1,646.92",150.36
2008-05-21,"1,043.50","1,010.07","1,632.97",149.93
2008-05-20,"1,045.00","1,006.74","1,629.68",149.82
2008-05-19,"1,043.20","1,001.63","1,625.31",149.50
2008-05-16,"1,041.00",996.36,"1,610.74",149.03
2008-05-15,"1,045.10",997.99,"1,624.40",149.62
2008-05-14,"1,050.50",999.14,"1,620.40",150.46
2008-05-13,"1,044.00","1,006.27","1,621.65",149.46
2008-05-09,"1,044.70","1,013.29","1,616.15",149.46
2008-05-08,"1,047.50","1,009.15","1,606.66",149.86
2008-05-07,"1,026.10",977.52,"1,590.97",146.94
2008-05-06,"1,016.30",968.37,"1,575.16",145.52
2008-05-02,"1,011.20",964.89,"1,564.02",144.77
2008-04-30,"1,003.50",964.90,"1,564.76",143.66
2008-04-29,"1,001.00",960.19,"1,557.96",143.29
2008-04-28,996.60,953.23,"1,558.68",142.58
2008-04-25,996.00,954.11,"1,555.25",142.59
2008-04-24,996.50,960.20,"1,579.35",142.77
2008-04-23,992.50,963.78,"1,584.72",142.19
2008-04-22,998.50,968.01,"1,586.12",143.01
2008-04-21,991.50,957.51,"1,573.01",142.01
2008-04-18,999.30,975.88,"1,592.18",143.13
2008-04-17,994.20,976.43,"1,586.74",142.31
2008-04-16,989.50,973.92,"1,567.86",141.56
2008-04-15,986.90,977.61,"1,564.53",141.13
2008-04-14,979.70,973.08,"1,544.99",140.08
2008-04-11,975.70,960.52,"1,546.29",139.55
2008-04-10,976.30,964.91,"1,545.48",139.63
2008-04-08,976.10,956.49,"1,539.31",139.44
2008-04-07,974.90,948.44,"1,525.43",139.27
2008-04-04,973.80,951.44,"1,528.09",138.92
2008-04-03,975.60,949.95,"1,523.40",139.17
2008-04-02,974.70,957.94,"1,522.68",138.85
2008-04-01,983.80,981.84,"1,542.89",140.28
2008-03-31,990.40,995.88,"1,563.35",141.24
2008-03-28,993.00,992.80,"1,564.97",141.65
2008-03-27,987.80,995.67,"1,558.75",140.85
2008-03-26,986.80,984.63,"1,539.41",140.27
2008-03-25,976.50,973.09,"1,518.26",138.51
2008-03-24,997.20,997.70,"1,533.69",141.39
2008-03-21,"1,003.10","1,006.52","1,548.79",142.22
2008-03-20,"1,010.00","1,019.17","1,574.09",143.20
2008-03-19,"1,009.10","1,017.24","1,584.79",142.81
2008-03-18,"1,014.00","1,042.67","1,599.38",143.20
2008-03-17,"1,029.20","1,058.30","1,622.53",145.35
2008-03-14,997.30,993.33,"1,557.08",140.78
2008-03-13,982.40,979.46,"1,529.60",138.46
2008-03-12,971.30,942.19,"1,491.82",136.74
2008-03-11,970.00,950.51,"1,488.47",136.57
2008-03-10,965.30,947.30,"1,485.50",135.88
2008-03-07,957.50,935.06,"1,476.85",134.78
2008-03-06,949.60,915.37,"1,452.32",133.56
2008-03-05,948.30,915.35,"1,439.42",133.44
2008-03-04,947.20,915.26,"1,438.42",133.26
2008-03-03,946.90,921.29,"1,441.18",133.23
2008-02-29,939.00,898.99,"1,428.59",131.88
2008-02-28,936.50,881.00,"1,414.12",131.16
2008-02-27,941.00,880.51,"1,416.02",131.69
2008-02-26,947.30,877.13,"1,403.33",132.45
2008-02-25,947.20,883.01,"1,404.22",132.62
2008-02-22,948.50,882.57,"1,404.54",132.82
2008-02-21,948.40,877.09,"1,396.99",132.75
2008-02-20,946.00,879.59,"1,392.51",132.31
2008-02-19,943.90,875.03,"1,388.48",131.83
2008-02-18,945.30,876.33,"1,387.70",131.84
2008-02-15,945.10,872.67,"1,385.33",131.63
2008-02-14,945.30,872.85,"1,377.77",131.57
2008-02-13,945.90,882.95,"1,378.08",131.65
2008-02-12,945.40,883.72,"1,375.56",131.58
2008-02-11,945.30,885.53,"1,376.92",131.57
2008-02-05,941.70,881.08,"1,395.60",131.10
2008-02-04,942.80,882.44,"1,396.66",131.25
2008-02-01,944.20,887.41,"1,403.84",131.46
2008-01-31,943.90,885.96,"1,404.81",131.26
2008-01-30,944.70,886.21,"1,396.08",131.30
2008-01-29,944.30,884.18,"1,395.68",131.21
2008-01-28,949.80,892.67,"1,395.26",131.75
2008-01-25,946.50,879.65,"1,397.79",131.28
2008-01-24,949.40,893.81,"1,386.79",131.40
2008-01-23,952.80,895.49,"1,395.38",131.78
2008-01-22,954.00,900.00,"1,372.62",131.88
2008-01-21,948.50,892.71,"1,379.78",131.01
2008-01-18,942.80,879.64,"1,380.16",130.22
2008-01-17,945.60,880.45,"1,387.57",130.74
2008-01-16,940.10,884.13,"1,393.42",129.81
2008-01-15,935.70,868.88,"1,393.26",129.13
2008-01-14,937.30,866.67,"1,393.77",129.16
2008-01-11,937.60,862.16,"1,386.99",129.15
2008-01-10,937.60,854.31,"1,375.83",129.08
2008-01-09,937.40,855.29,"1,381.17",129.03
2008-01-08,939.30,860.16,"1,383.59",129.29
2008-01-07,940.50,860.63,"1,379.71",129.37
2008-01-04,938.50,858.65,"1,381.94",129.04
2008-01-03,936.60,854.56,"1,379.61",128.65
2008-01-02,936.90,840.65,"1,373.50",128.43
2007-12-31,932.00,832.14,"1,374.23",127.60
2007-12-28,936.10,827.31,"1,370.45",128.06
2007-12-27,940.00,823.41,"1,363.94",128.54
2007-12-26,939.00,822.60,"1,353.76",128.10
2007-12-24,939.60,823.63,"1,351.14",127.88
2007-12-21,940.70,832.11,"1,354.14",127.86
2007-12-20,943.70,833.66,"1,356.10",128.13
2007-12-18,939.40,831.18,"1,354.05",127.30
2007-12-17,933.60,826.19,"1,346.90",126.66
2007-12-14,930.10,827.86,"1,363.06",126.37
2007-12-13,925.00,827.52,"1,360.68",125.59
2007-12-12,926.50,834.31,"1,362.79",125.75
2007-12-11,924.00,825.74,"1,360.87",125.20
2007-12-10,923.60,827.23,"1,352.89",124.98
2007-12-07,919.20,826.10,"1,343.69",124.22
2007-12-06,922.10,831.77,"1,345.34",124.72
2007-12-05,923.30,835.94,"1,361.31",124.94
2007-12-04,922.50,837.11,"1,355.15",124.72
2007-12-03,925.00,836.73,"1,357.90",125.03
2007-11-30,921.10,835.46,"1,358.81",124.78
2007-11-29,928.70,845.81,"1,376.80",125.58
2007-11-28,931.40,857.01,"1,377.07",126.04
2007-11-27,929.30,858.87,"1,380.29",125.82
2007-11-26,929.30,858.08,"1,380.29",125.65
2007-11-23,930.60,863.27,"1,386.59",125.82
2007-11-22,933.60,858.56,"1,385.93",125.97
2007-11-21,928.90,852.20,"1,378.49",125.10
2007-11-20,922.20,836.31,"1,356.37",124.19
2007-11-19,919.00,832.20,"1,347.53",123.78
2007-11-16,917.40,833.02,"1,340.96",123.61
2007-11-15,915.50,823.29,"1,345.33",123.30
2007-11-14,913.50,820.75,"1,339.19",123.06
2007-11-13,918.70,834.65,"1,343.60",123.95
2007-11-12,911.30,826.35,"1,334.60",122.97
2007-11-09,906.80,805.90,"1,334.17",122.34
2007-11-08,908.50,806.84,"1,329.77",122.39
2007-11-07,906.10,796.57,"1,326.53",121.75
2007-11-06,907.80,792.28,"1,317.58",121.81
2007-11-05,908.00,793.01,"1,315.69",121.84
2007-11-02,907.10,790.02,"1,310.94",121.69
2007-11-01,903.60,782.68,"1,307.51",121.20
2007-10-31,900.70,784.92,"1,302.05",120.62
2007-10-30,907.00,792.35,"1,304.99",121.42
2007-10-29,907.00,793.53,"1,308.44",121.37
2007-10-26,909.90,795.09,"1,307.07",121.61
2007-10-25,916.60,803.68,"1,307.53",122.49
2007-10-24,917.90,803.27,"1,304.06",122.53
2007-10-23,918.00,801.05,"1,303.56",122.38
2007-10-22,917.00,804.39,"1,314.43",122.24
2007-10-19,915.80,794.97,"1,309.14",122.03
2007-10-18,917.80,787.47,"1,308.14",122.22
2007-10-17,918.40,788.80,"1,302.66",122.29
2007-10-16,917.50,784.86,"1,300.10",122.17
2007-10-15,916.90,779.41,"1,300.62",122.08
2007-10-12,918.30,782.53,"1,302.88",122.34
2007-10-11,917.10,781.57,"1,301.00",122.17
2007-10-10,916.30,781.16,"1,293.54",122.06
2007-10-09,918.50,783.03,"1,290.03",122.41
2007-10-08,914.60,780.98,"1,291.42",121.94
2007-10-05,916.70,786.66,"1,295.11",122.15
2007-10-04,916.50,786.02,"1,292.54",122.13
2007-10-02,913.90,791.60,"1,297.28",121.78
2007-10-01,913.70,791.91,"1,300.47",121.75
2007-09-28,915.20,793.96,"1,296.84",121.89
2007-09-27,920.30,795.69,"1,302.22",122.57
2007-09-21,921.10,801.30,"1,297.92",122.76
2007-09-20,923.10,797.84,"1,295.11",122.87
2007-09-19,926.70,800.60,"1,294.60",123.35
2007-09-18,930.70,810.01,"1,288.37",123.76
2007-09-17,928.50,807.39,"1,286.90",123.62
2007-09-14,928.30,804.84,"1,289.04",123.61
2007-09-13,931.50,814.25,"1,295.25",123.92
2007-09-12,932.50,817.98,"1,292.82",124.00
2007-09-11,936.30,824.93,"1,290.88",124.49
2007-09-10,939.10,830.11,"1,294.46",124.79
2007-09-07,938.00,814.87,"1,282.81",124.42
2007-09-06,939.20,813.16,"1,281.91",124.53
2007-09-05,938.10,810.10,"1,273.28",124.25
2007-09-04,939.20,812.04,"1,278.16",124.48
2007-09-03,937.40,808.94,"1,279.27",124.24
2007-08-31,938.30,807.42,"1,282.47",124.37
2007-08-30,940.50,813.79,"1,282.84",124.59
2007-08-29,942.10,822.79,"1,281.44",124.78
2007-08-28,939.70,812.96,"1,282.03",124.40
2007-08-27,938.60,807.54,"1,283.54",124.15
2007-08-24,941.70,812.09,"1,277.70",124.48
2007-08-23,941.60,812.92,"1,276.15",124.17
2007-08-22,944.20,820.83,"1,273.82",124.32
2007-08-21,943.50,825.46,"1,271.37",124.37
2007-08-20,943.00,817.30,"1,272.30",124.18
2007-08-17,950.40,842.55,"1,274.39",125.05
2007-08-16,946.30,816.41,"1,269.75",124.68
2007-08-14,932.50,790.79,"1,268.20",123.10
2007-08-13,929.60,787.26,"1,270.30",122.72
2007-08-10,931.90,790.15,"1,275.12",123.14
2007-08-09,922.90,774.70,"1,271.29",122.08
2007-08-08,924.20,775.92,"1,268.74",122.08
2007-08-07,922.90,776.20,"1,274.06",122.06
2007-08-06,923.40,784.00,"1,275.95",122.19
2007-08-03,922.90,773.79,"1,264.93",121.96
2007-08-02,922.80,776.90,"1,260.82",121.98
2007-08-01,925.10,784.98,"1,263.41",122.34
2007-07-31,919.30,771.81,"1,259.99",121.52
2007-07-30,923.30,777.71,"1,260.21",122.05
2007-07-27,921.70,774.54,"1,263.56",121.92
2007-07-26,918.20,762.24,"1,259.04",121.46
2007-07-25,914.00,761.98,"1,262.14",120.98
2007-07-24,914.10,757.71,"1,263.19",120.88
2007-07-23,915.20,755.86,"1,265.54",121.03
2007-07-20,915.00,748.34,"1,263.43",120.98
2007-07-19,916.00,751.50,"1,264.63",121.13
2007-07-18,916.10,752.57,"1,265.59",121.15
2007-07-16,918.20,753.06,"1,265.56",121.37
2007-07-13,916.90,748.37,"1,262.66",121.20
2007-07-12,918.30,752.03,"1,264.59",121.42
2007-07-11,919.20,757.73,"1,263.81",121.46
2007-07-10,920.00,746.21,"1,252.67",121.28
2007-07-09,920.90,744.58,"1,254.73",121.16
2007-07-06,919.60,746.67,"1,250.10",121.03
2007-07-05,922.00,750.63,"1,255.40",121.40
2007-07-04,919.90,751.74,"1,253.55",121.14
2007-07-03,918.00,748.96,"1,251.51",120.85
2007-07-02,921.70,751.30,"1,250.65",121.20
2007-06-29,923.80,748.74,"1,242.60",121.31
2007-06-28,926.90,753.33,"1,248.53",121.72
2007-06-27,927.70,756.13,"1,246.18",121.81
2007-06-26,926.30,751.07,"1,245.97",121.64
2007-06-25,926.60,748.28,"1,245.91",121.63
2007-06-22,928.50,748.91,"1,245.12",121.87
2007-06-21,927.00,749.09,"1,239.86",121.69
2007-06-20,927.80,752.84,"1,245.66",121.80
2007-06-19,927.70,750.63,"1,245.62",121.75
2007-06-18,928.30,751.42,"1,244.29",121.82
2007-06-15,928.70,754.67,"1,237.12",121.83
2007-06-14,929.90,756.63,"1,236.49",121.95
2007-06-13,931.50,761.65,"1,239.55",122.16
2007-06-12,929.50,763.39,"1,241.44",121.58
2007-06-11,932.50,766.42,"1,244.89",121.74
2007-06-08,931.00,769.36,"1,249.96",121.73
2007-06-07,926.80,763.87,"1,251.55",121.39
2007-06-05,927.00,760.40,"1,251.54",121.30
2007-06-04,928.10,760.86,"1,247.74",121.35
2007-06-01,928.40,761.61,"1,248.33",121.40
2007-05-31,927.70,762.28,"1,246.74",121.33
2007-05-30,931.00,765.63,"1,251.08",121.75
2007-05-29,927.60,764.15,"1,246.79",121.30
2007-05-28,928.80,763.38,"1,249.98",121.44
2007-05-25,928.30,764.66,"1,247.26",121.32
2007-05-23,931.40,765.26,"1,253.01",121.68
2007-05-22,930.40,767.02,"1,253.71",121.54
2007-05-21,930.20,766.92,"1,256.51",121.40
2007-05-18,934.10,770.46,"1,261.04",121.74
2007-05-17,928.10,767.53,"1,256.55",120.93
2007-05-16,924.00,767.82,"1,257.38",120.31
2007-05-15,924.20,769.21,"1,252.75",120.32
2007-05-14,924.10,768.35,"1,250.86",120.37
2007-05-11,926.80,772.85,"1,249.51",120.60
2007-05-10,925.10,770.47,"1,254.07",120.24
2007-05-09,923.50,770.74,"1,251.16",120.00
2007-05-08,923.00,769.94,"1,256.20",119.95
2007-05-07,922.40,769.50,"1,255.29",119.76
2007-05-04,927.60,771.33,"1,259.12",120.38
2007-05-03,926.90,771.20,"1,261.51",120.29
2007-05-02,930.00,775.65,"1,263.22",120.75
2007-04-30,930.80,778.52,"1,266.63",120.80
2007-04-27,929.20,777.31,"1,263.25",120.44
2007-04-26,929.00,781.66,"1,267.99",120.35
2007-04-25,926.70,782.22,"1,264.76",120.07
2007-04-24,927.50,782.63,"1,258.06",120.10
2007-04-23,926.30,782.94,"1,258.19",120.02
2007-04-20,927.50,781.38,"1,264.55",120.20
2007-04-19,928.80,787.12,"1,261.40",120.36
2007-04-18,928.20,781.12,"1,262.35",120.20
2007-04-17,929.00,778.84,"1,258.42",120.21
2007-04-16,931.80,779.16,"1,262.96",120.67
2007-04-13,929.20,783.01,"1,256.46",120.33
2007-04-12,931.80,781.19,"1,255.23",120.65
2007-04-11,932.20,782.24,"1,252.13",120.67
2007-04-10,933.90,784.07,"1,253.48",120.89
2007-04-09,933.00,781.87,"1,246.58",120.84
2007-04-06,931.90,784.49,"1,250.70",120.68
2007-04-05,932.90,785.80,"1,247.01",120.76
2007-04-04,936.30,787.27,"1,248.84",121.10
2007-04-03,936.80,792.09,"1,252.41",121.27
2007-04-02,937.30,796.69,"1,251.39",121.33
2007-03-30,940.90,798.39,"1,255.82",121.77
2007-03-29,940.50,801.18,"1,253.22",121.75
2007-03-28,939.10,800.19,"1,253.70",121.52
2007-03-27,940.90,797.64,"1,254.41",121.67
2007-03-26,938.70,794.70,"1,245.65",121.39
2007-03-23,937.90,793.89,"1,250.88",121.32
2007-03-22,938.00,799.73,"1,255.61",121.35
2007-03-21,938.00,799.25,"1,249.23",121.30
2007-03-20,941.70,800.08,"1,252.93",121.74
2007-03-19,943.70,804.66,"1,254.93",122.00
2007-03-16,944.80,807.52,"1,256.87",122.10
2007-03-15,944.50,805.06,"1,248.91",122.05
2007-03-14,946.30,816.90,"1,249.97",122.27
2007-03-13,944.60,805.01,"1,244.32",122.03
2007-03-12,944.00,797.36,"1,238.62",121.91
2007-03-09,945.90,805.84,"1,244.05",122.23
2007-03-08,947.90,811.84,"1,248.95",122.53
2007-03-07,948.70,814.96,"1,244.98",122.59
2007-03-06,947.70,814.04,"1,241.39",122.35
2007-03-05,951.40,823.01,"1,250.52",122.92
2007-03-02,943.00,801.39,"1,242.21",121.83
2007-02-28,941.80,795.84,"1,244.12",121.73
2007-02-27,938.80,781.42,"1,236.87",121.26
2007-02-26,938.70,775.98,"1,236.92",121.27
2007-02-23,938.10,771.91,"1,230.69",121.19
2007-02-22,938.90,775.69,"1,232.87",121.29
2007-02-21,938.50,779.74,"1,233.66",121.24
2007-02-20,938.50,782.47,"1,236.66",121.24
2007-02-16,936.40,784.19,"1,229.87",120.87
2007-02-15,934.80,779.19,"1,229.26",120.62
2007-02-14,938.50,773.77,"1,223.43",121.05
2007-02-13,939.50,773.76,"1,218.91",121.15
2007-02-12,937.60,768.84,"1,221.79",120.95
2007-02-09,934.60,769.66,"1,218.44",120.64
2007-02-08,935.10,772.36,"1,217.78",120.70
2007-02-07,933.70,775.24,"1,211.48",120.52
2007-02-06,932.90,775.28,"1,205.03",120.25
2007-02-05,935.80,774.03,"1,210.55",120.57
2007-02-02,937.20,775.76,"1,219.95",120.85
2007-02-01,937.10,777.10,"1,221.32",120.68
2007-01-31,940.90,775.11,"1,219.59",121.05
2007-01-30,942.50,774.00,"1,222.05",121.19
2007-01-29,940.50,770.71,"1,213.43",120.96
2007-01-26,940.50,774.07,"1,215.69",120.96
2007-01-25,936.00,776.70,"1,213.80",120.46
2007-01-24,936.00,774.19,"1,218.86",120.43
2007-01-23,940.30,773.15,"1,217.22",120.94
2007-01-22,940.10,774.32,"1,219.22",120.91
2007-01-19,936.30,771.95,"1,216.16",120.44
2007-01-18,936.80,773.19,"1,214.00",120.41
2007-01-17,937.00,776.43,"1,211.63",120.44
2007-01-16,935.60,777.92,"1,211.98",120.15
2007-01-15,938.60,780.28,"1,213.80",120.46
2007-01-12,940.00,779.24,"1,213.73",120.59
2007-01-11,938.90,783.27,"1,217.38",120.45
2007-01-10,937.80,786.68,"1,217.83",120.11
2007-01-09,938.50,788.52,"1,223.71",120.20
2007-01-08,938.20,793.14,"1,220.60",120.13
2007-01-05,934.20,789.89,"1,222.77",119.66
2007-01-04,931.30,779.72,"1,226.34",119.26
2007-01-03,926.10,779.41,"1,229.95",118.60
2007-01-02,926.00,780.18,"1,225.65",118.59
2006-12-29,928.60,781.78,"1,224.08",118.87
2006-12-28,928.60,782.18,"1,218.97",118.82
2006-12-27,930.60,784.59,"1,225.13",119.03
2006-12-26,929.90,781.82,"1,220.77",118.91
2006-12-22,928.60,784.69,"1,225.57",118.76
2006-12-21,927.30,782.86,"1,222.92",118.58
2006-12-20,925.80,783.78,"1,225.39",118.42
2006-12-19,931.50,789.61,"1,220.27",119.03
2006-12-18,927.10,785.68,"1,214.22",118.58
2006-12-15,923.20,782.64,"1,213.92",118.06
2006-12-14,920.70,783.84,"1,217.53",117.77
2006-12-13,922.60,788.55,"1,224.84",117.90
2006-12-12,922.70,789.10,"1,223.32",117.92
2006-12-11,926.10,792.42,"1,219.49",118.33
2006-12-08,920.30,798.25,"1,222.89",117.63
2006-12-07,913.90,795.32,"1,216.22",116.83
2006-12-06,916.60,799.69,"1,221.92",117.18
2006-12-05,924.30,802.13,"1,232.74",118.14
2006-12-04,927.60,802.49,"1,235.19",118.54
2006-12-01,928.60,801.00,"1,231.97",118.60
2006-11-30,929.50,800.40,"1,224.80",118.57
2006-11-29,930.50,803.75,"1,228.82",118.69
2006-11-28,930.80,801.52,"1,222.23",118.57
2006-11-27,930.60,801.41,"1,222.16",118.67
2006-11-24,932.10,801.67,"1,209.03",118.66
2006-11-23,930.50,798.44,"1,203.69",118.46
2006-11-22,934.10,794.10,"1,201.16",118.84
2006-11-21,935.50,791.72,"1,199.03",118.88
2006-11-20,935.40,793.52,"1,201.43",118.93
2006-11-17,938.80,793.78,"1,199.79",119.29
2006-11-16,937.50,794.22,"1,202.25",119.20
2006-11-15,941.50,798.69,"1,205.78",119.74
2006-11-14,937.10,796.65,"1,201.83",119.09
2006-11-13,935.10,797.12,"1,203.29",118.97
2006-11-10,934.10,794.03,"1,200.60",118.84
2006-11-09,936.60,794.20,"1,195.29",119.08
2006-11-08,935.20,794.90,"1,195.28",118.89
2006-11-07,938.70,796.79,"1,197.78",119.15
2006-11-06,942.40,798.10,"1,197.79",119.62
2006-11-03,937.00,800.31,"1,197.39",119.06
2006-11-02,939.00,800.72,"1,197.32",119.28
2006-11-01,939.50,803.06,"1,198.43",119.35
2006-10-31,942.30,801.62,"1,198.23",119.66
2006-10-30,944.60,804.67,"1,202.29",119.95
2006-10-27,947.30,799.48,"1,200.80",120.11
2006-10-26,949.80,799.63,"1,201.78",120.38
2006-10-25,955.80,801.64,"1,200.77",121.02
2006-10-24,958.60,802.04,"1,201.89",121.37
2006-10-23,959.60,807.34,"1,208.42",121.48
2006-10-20,957.40,808.89,"1,208.81",121.19
2006-10-19,957.40,806.23,"1,201.25",121.14
2006-10-18,955.40,806.72,"1,199.12",120.77
2006-10-17,954.50,801.36,"1,195.61",120.78
2006-10-16,955.50,798.71,"1,195.52",120.90
2006-10-13,955.20,800.60,"1,200.88",120.87
2006-10-12,957.80,801.91,"1,200.70",121.16
2006-10-11,958.20,801.30,"1,201.30",121.09
2006-10-10,959.50,806.30,"1,209.26",121.42
2006-10-09,963.90,808.30,"1,213.94",121.88
2006-10-04,949.10,804.80,"1,208.77",120.14
2006-10-02,947.90,801.06,"1,200.61",119.99
2006-09-29,946.20,802.27,"1,200.44",119.77
2006-09-28,944.70,803.25,"1,202.23",119.61
2006-09-27,943.70,806.31,"1,196.89",119.43
2006-09-26,944.20,811.24,"1,203.67",119.32
2006-09-25,944.00,812.25,"1,209.74",119.30
2006-09-22,947.20,813.05,"1,212.13",119.67
2006-09-21,944.30,806.47,"1,200.21",119.23
2006-09-20,950.80,811.75,"1,205.42",119.97
2006-09-19,952.20,807.22,"1,209.96",120.03
2006-09-18,956.50,810.59,"1,212.65",120.47
2006-09-15,956.30,812.70,"1,216.51",120.44
2006-09-14,957.70,814.09,"1,215.32",120.54
2006-09-13,959.00,815.41,"1,217.64",120.70
2006-09-12,959.40,815.40,"1,220.36",120.76
2006-09-11,957.50,817.40,"1,214.21",120.49
2006-09-08,956.30,823.12,"1,217.27",120.28
2006-09-07,956.40,817.86,"1,225.24",120.45
2006-09-06,957.00,823.15,"1,226.78",120.49
2006-09-05,956.60,825.79,"1,228.18",120.51
2006-09-04,957.90,822.37,"1,231.19",120.57
2006-09-01,960.50,818.84,"1,230.40",120.77
2006-08-31,961.50,819.20,"1,234.37",120.87
2006-08-30,961.40,821.15,"1,233.48",120.82
2006-08-29,961.00,821.79,"1,232.77",120.68
2006-08-28,964.00,823.09,"1,233.82",120.93
2006-08-25,961.90,820.94,"1,227.67",120.68
2006-08-24,959.20,823.91,"1,226.05",120.35
2006-08-23,955.70,821.82,"1,224.54",119.95
2006-08-22,956.30,823.90,"1,231.81",120.06
2006-08-21,956.60,827.22,"1,232.87",120.07
2006-08-18,958.60,826.59,"1,230.55",120.20
2006-08-17,961.00,831.46,"1,235.27",120.50
2006-08-16,965.20,831.28,"1,234.30",120.88
2006-08-14,965.80,830.01,"1,232.36",121.14
2006-08-11,961.70,830.70,"1,228.76",120.68
2006-08-10,957.90,832.59,"1,235.31",120.26
2006-08-09,959.50,832.61,"1,232.09",120.33
2006-08-08,963.70,836.40,"1,236.81",120.92
2006-08-07,962.60,839.23,"1,238.87",120.82
2006-08-04,964.80,837.28,"1,234.46",121.01
2006-08-03,965.70,841.57,"1,233.10",121.12
2006-08-02,962.30,840.14,"1,233.86",120.77
2006-08-01,956.00,832.68,"1,216.89",119.95
2006-07-31,955.20,835.33,"1,218.74",119.85
2006-07-28,953.90,826.10,"1,210.79",119.63
2006-07-27,952.20,820.01,"1,212.25",119.21
2006-07-26,954.60,816.11,"1,200.89",119.52
2006-07-25,952.20,815.94,"1,205.20",119.25
2006-07-24,951.70,815.79,"1,202.85",119.23
2006-07-21,950.10,816.59,"1,203.30",118.94
2006-07-20,951.90,814.70,"1,199.01",119.11
2006-07-19,957.90,815.72,"1,197.76",119.71
2006-07-18,958.60,820.16,"1,202.08",119.83
2006-07-14,953.80,822.03,"1,207.32",119.30
2006-07-13,949.20,822.53,"1,206.81",118.77
2006-07-12,948.80,830.02,"1,212.09",118.75
2006-07-11,946.80,828.06,"1,203.38",118.50
2006-07-10,942.00,829.01,"1,205.01",117.90
2006-07-07,947.90,822.97,"1,211.23",118.64
2006-07-06,949.50,822.08,"1,210.04",118.77
2006-07-05,946.70,823.22,"1,208.75",118.43
2006-07-04,943.40,824.15,"1,209.34",118.03
2006-07-03,944.90,824.88,"1,208.53",118.23
2006-06-30,948.90,826.93,"1,205.48",118.73
2006-06-29,960.50,824.75,"1,205.14",120.09
2006-06-28,957.70,823.62,"1,204.40",119.76
2006-06-27,958.80,825.06,"1,207.90",119.88
