,미국 USD,일본 JPY,유럽연합 EUR,중국 CNY
2014-10-21,"1,054.50",988.66,"1,350.71",172.09
2014-10-20,"1,060.00",989.91,"1,352.24",172.69
2014-10-17,"1,065.50","1,000.38","1,366.72",173.56
2014-10-16,"1,062.00","1,001.79","1,358.40",173.03
2014-10-15,"1,064.70",993.38,"1,347.59",173.45
2014-10-14,"1,064.50",995.42,"1,351.49",173.52
2014-10-13,"1,068.00",993.40,"1,354.22",174.00
2014-10-10,"1,073.00",993.06,"1,359.28",174.78
2014-10-08,"1,074.00",994.17,"1,360.33",174.80
2014-10-07,"1,067.60",984.42,"1,348.17",173.62
2014-10-06,"1,068.50",976.24,"1,340.01",173.52
2014-10-02,"1,060.90",978.33,"1,341.61",172.07
2014-10-01,"1,063.50",968.31,"1,340.12",172.27
2014-09-30,"1,055.00",962.85,"1,335.00",171.04
2014-09-29,"1,056.00",963.24,"1,339.11",171.21
2014-09-26,"1,044.50",958.43,"1,332.16",170.08
2014-09-25,"1,043.50",955.06,"1,326.81",169.70
2014-09-24,"1,038.00",955.71,"1,333.83",169.06
2014-09-23,"1,039.50",959.04,"1,339.08",169.17
2014-09-22,"1,043.00",956.44,"1,339.84",169.70
2014-09-19,"1,044.50",958.96,"1,344.90",169.98
2014-09-18,"1,039.50",958.06,"1,340.33",168.95
2014-09-17,"1,035.00",965.03,"1,340.95",168.22
2014-09-16,"1,036.20",967.96,"1,341.15",168.14
2014-09-15,"1,038.80",967.77,"1,341.92",168.70
2014-09-12,"1,034.20",964.56,"1,336.19",168.52
2014-09-11,"1,036.00",968.77,"1,339.76",168.90
2014-09-05,"1,025.00",974.24,"1,327.07",166.80
2014-09-04,"1,018.00",970.73,"1,338.57",165.79
2014-09-03,"1,018.60",970.93,"1,337.73",165.74
2014-09-02,"1,018.50",971.39,"1,336.48",165.62
2014-09-01,"1,012.00",971.68,"1,329.87",164.65
2014-08-29,"1,014.00",975.84,"1,336.25",164.87
2014-08-28,"1,014.30",977.83,"1,340.60",164.98
2014-08-27,"1,014.00",975.47,"1,336.25",164.95
2014-08-26,"1,016.80",978.92,"1,341.36",165.25
2014-08-25,"1,020.00",980.30,"1,345.79",165.72
2014-08-22,"1,018.00",981.30,"1,352.51",165.37
2014-08-21,"1,022.50",984.21,"1,356.96",166.17
2014-08-20,"1,021.50",989.15,"1,358.08",166.19
2014-08-19,"1,017.50",991.81,"1,358.26",165.66
2014-08-18,"1,017.50",992.88,"1,362.23",165.65
2014-08-14,"1,021.70",997.46,"1,365.71",166.03
2014-08-13,"1,029.30","1,004.10","1,374.12",167.01
2014-08-12,"1,027.50","1,004.69","1,372.74",166.84
2014-08-11,"1,030.50","1,009.40","1,379.53",167.51
2014-08-08,"1,036.00","1,017.48","1,387.93",168.25
2014-08-07,"1,036.80","1,013.29","1,386.62",168.16
2014-08-06,"1,032.70","1,007.51","1,380.82",167.47
2014-08-05,"1,029.20","1,003.31","1,378.51",166.76
2014-08-04,"1,033.00","1,006.82","1,386.70",167.22
2014-08-01,"1,038.00","1,007.96","1,389.67",168.02
2014-07-31,"1,030.70","1,002.63","1,380.83",166.90
2014-07-30,"1,024.20","1,002.45","1,372.33",165.82
2014-07-29,"1,024.20","1,005.20","1,376.32",165.70
2014-07-28,"1,026.00","1,007.07","1,378.23",165.78
2014-07-25,"1,027.00","1,007.65","1,380.60",165.87
2014-07-24,"1,028.50","1,013.50","1,386.62",166.11
2014-07-23,"1,024.00","1,010.16","1,379.12",165.25
2014-07-22,"1,025.00","1,009.65","1,382.32",165.18
2014-07-21,"1,027.50","1,014.61","1,389.80",165.56
2014-07-18,"1,030.00","1,015.88","1,394.11",166.01
2014-07-17,"1,026.80","1,011.73","1,389.57",165.53
2014-07-16,"1,029.50","1,012.29","1,394.25",165.78
2014-07-15,"1,027.00","1,011.13","1,397.13",165.30
2014-07-14,"1,018.00","1,002.96","1,387.64",164.05
2014-07-11,"1,019.00","1,005.43","1,387.16",164.15
2014-07-10,"1,013.80",999.51,"1,382.11",163.53
2014-07-09,"1,012.00",995.77,"1,378.14",163.27
2014-07-08,"1,011.50",994.40,"1,375.44",163.07
2014-07-07,"1,012.20",993.03,"1,376.49",163.26
2014-07-04,"1,009.70",989.80,"1,372.38",162.71
2014-07-03,"1,008.50",989.50,"1,377.21",162.25
2014-07-02,"1,007.50",993.10,"1,376.65",162.25
2014-07-01,"1,011.00",995.76,"1,383.96",162.92
2014-06-30,"1,011.50",997.53,"1,381.41",162.91
2014-06-27,"1,014.50","1,000.30","1,382.36",163.13
2014-06-26,"1,015.70",998.13,"1,382.77",163.16
2014-06-25,"1,020.00","1,000.69","1,388.32",163.63
2014-06-24,"1,017.50",998.53,"1,386.04",163.39
2014-06-23,"1,019.50","1,000.88","1,384.68",163.79
2014-06-20,"1,021.50","1,001.57","1,390.06",164.12
2014-06-19,"1,018.00","1,000.00","1,388.25",163.48
2014-06-18,"1,023.00","1,000.59","1,386.57",164.11
2014-06-17,"1,021.50","1,001.18","1,386.48",164.04
2014-06-16,"1,021.50","1,002.16","1,381.27",164.20
2014-06-13,"1,019.00","1,000.20","1,383.19",164.13
2014-06-12,"1,017.20",996.57,"1,375.97",163.51
2014-06-11,"1,016.50",994.03,"1,375.02",163.30
2014-06-10,"1,017.00",993.65,"1,378.65",163.54
2014-06-09,"1,015.20",990.54,"1,384.53",162.97
2014-06-05,"1,022.00",996.59,"1,390.84",163.31
2014-06-03,"1,024.00","1,000.00","1,392.13",163.74
2014-06-02,"1,024.00","1,003.63","1,392.44",163.79
2014-05-30,"1,020.30","1,003.84","1,388.12",163.31
2014-05-29,"1,017.50","1,002.27","1,385.22",162.87
2014-05-28,"1,021.00","1,002.55","1,390.70",163.07
2014-05-27,"1,023.20","1,004.61","1,396.05",163.83
2014-05-26,"1,023.50","1,004.12","1,395.64",164.14
2014-05-23,"1,025.50","1,007.66","1,397.24",164.44
2014-05-22,"1,024.00","1,007.77","1,401.14",164.30
2014-05-21,"1,025.50","1,016.86","1,406.37",164.53
2014-05-20,"1,025.00","1,011.85","1,403.12",164.31
2014-05-19,"1,021.80","1,007.99","1,401.09",163.77
2014-05-16,"1,025.00","1,009.06","1,405.99",164.39
2014-05-15,"1,026.00","1,007.07","1,402.44",164.66
2014-05-14,"1,025.50","1,006.77","1,407.09",164.67
2014-05-13,"1,022.00",998.44,"1,407.09",163.86
2014-05-12,"1,024.40","1,004.61","1,410.70",164.28
2014-05-09,"1,026.00","1,008.45","1,417.93",164.70
2014-05-08,"1,021.50","1,003.04","1,423.36",163.99
2014-05-07,"1,023.00","1,007.19","1,423.71",164.13
2014-05-02,"1,029.50","1,004.68","1,426.48",164.55
2014-04-30,"1,032.00","1,007.12","1,423.23",164.76
2014-04-29,"1,030.30","1,003.51","1,428.92",164.67
2014-04-28,"1,034.50","1,012.03","1,434.85",165.43
2014-04-25,"1,040.50","1,017.80","1,439.53",166.27
2014-04-24,"1,039.50","1,015.04","1,438.56",166.40
2014-04-23,"1,039.50","1,014.44","1,439.29",166.59
2014-04-22,"1,038.30","1,012.88","1,433.58",166.50
2014-04-21,"1,038.80","1,012.97","1,436.24",166.80
2014-04-18,"1,038.30","1,013.96","1,434.52",166.84
2014-04-17,"1,039.00","1,018.23","1,438.08",166.99
2014-04-16,"1,038.80","1,015.15","1,438.53",166.85
2014-04-15,"1,041.50","1,023.39","1,436.85",167.27
2014-04-14,"1,040.50","1,023.51","1,438.28",167.22
2014-04-11,"1,036.00","1,018.18","1,439.00",166.78
2014-04-10,"1,037.50","1,020.56","1,438.29",167.19
2014-04-09,"1,039.30","1,018.62","1,433.40",167.86
2014-04-08,"1,048.30","1,021.64","1,443.82",169.02
2014-04-07,"1,054.90","1,023.08","1,446.90",169.76
2014-04-04,"1,054.80","1,015.50","1,444.87",169.63
2014-04-03,"1,057.30","1,017.32","1,455.06",170.30
2014-04-02,"1,057.80","1,018.98","1,458.71",170.57
2014-04-01,"1,058.00","1,023.90","1,459.93",170.48
2014-03-31,"1,062.50","1,030.05","1,460.73",170.92
2014-03-28,"1,069.00","1,046.40","1,465.28",172.23
2014-03-27,"1,072.80","1,050.63","1,475.96",172.76
2014-03-26,"1,075.30","1,051.23","1,483.81",173.51
2014-03-25,"1,077.90","1,054.59","1,491.38",174.26
2014-03-24,"1,076.70","1,049.82","1,485.85",174.07
2014-03-21,"1,080.00","1,057.48","1,489.10",173.94
2014-03-20,"1,075.20","1,050.00","1,486.57",173.34
2014-03-19,"1,069.00","1,052.37","1,487.41",172.73
2014-03-18,"1,070.70","1,055.40","1,489.45",173.27
2014-03-17,"1,067.30","1,049.15","1,483.01",173.03
2014-03-14,"1,070.50","1,053.02","1,485.53",174.03
2014-03-13,"1,068.00","1,042.66","1,490.18",174.12
2014-03-12,"1,071.70","1,041.80","1,484.63",174.37
2014-03-11,"1,065.00","1,030.98","1,475.24",173.78
2014-03-10,"1,066.20","1,032.94","1,480.42",174.01
2014-03-07,"1,061.20","1,031.19","1,471.99",173.90
2014-03-06,"1,065.00","1,036.80","1,461.50",174.43
2014-03-05,"1,070.50","1,045.31","1,470.65",174.77
2014-03-04,"1,071.00","1,051.65","1,473.59",174.79
2014-03-03,"1,070.70","1,056.54","1,475.10",174.07
2014-02-28,"1,067.50","1,049.04","1,463.86",173.58
2014-02-27,"1,067.50","1,043.91","1,458.21",174.14
2014-02-26,"1,066.50","1,042.11","1,465.48",174.15
2014-02-25,"1,073.00","1,048.88","1,475.70",175.07
2014-02-24,"1,073.00","1,048.36","1,475.16",175.95
2014-02-21,"1,071.50","1,046.59","1,468.60",175.97
2014-02-20,"1,074.80","1,056.31","1,473.23",176.67
2014-02-19,"1,065.00","1,042.58","1,465.12",175.31
2014-02-18,"1,065.60","1,040.52","1,461.15",175.72
2014-02-17,"1,060.50","1,040.62","1,452.46",174.92
2014-02-14,"1,060.00","1,040.85","1,452.20",174.81
2014-02-13,"1,063.80","1,042.23","1,449.32",175.48
2014-02-12,"1,061.20","1,035.32","1,446.52",175.10
2014-02-11,"1,066.50","1,042.52","1,458.12",176.01
2014-02-10,"1,072.50","1,049.41","1,463.32",176.97
2014-02-07,"1,075.50","1,054.10","1,459.02",177.38
2014-02-06,"1,078.50","1,063.40","1,458.99",177.94
2014-02-05,"1,078.00","1,063.64","1,457.78",177.86
2014-02-04,"1,081.50","1,067.62","1,460.57",178.44
2014-02-03,"1,086.00","1,063.35","1,465.67",179.18
2014-01-29,"1,072.00","1,039.16","1,466.50",177.03
2014-01-28,"1,078.00","1,047.31","1,472.76",178.18
2014-01-27,"1,082.50","1,056.20","1,482.48",178.96
2014-01-24,"1,079.50","1,048.16","1,476.54",178.51
2014-01-23,"1,075.00","1,029.79","1,465.66",177.65
2014-01-22,"1,067.00","1,023.01","1,444.40",176.35
2014-01-21,"1,067.00","1,019.20","1,444.18",176.35
2014-01-20,"1,064.00","1,021.41","1,442.57",175.80
2014-01-17,"1,061.50","1,017.35","1,443.64",175.38
2014-01-16,"1,063.50","1,015.27","1,446.36",175.62
2014-01-15,"1,062.50","1,018.11","1,448.08",175.72
2014-01-14,"1,059.00","1,023.78","1,449.98",175.24
2014-01-13,"1,056.00","1,021.08","1,443.02",174.66
2014-01-10,"1,061.00","1,011.15","1,443.60",175.29
2014-01-09,"1,063.00","1,013.35","1,446.74",175.56
2014-01-08,"1,066.00","1,015.24","1,450.51",176.16
2014-01-07,"1,068.50","1,024.35","1,455.94",176.53
2014-01-06,"1,066.00","1,019.61","1,449.33",176.15
2014-01-03,"1,055.00","1,011.02","1,438.81",174.36
2014-01-02,"1,050.50",997.15,"1,442.44",173.61
2013-12-31,"1,045.00",994.29,"1,438.97",172.68
2013-12-30,"1,053.50","1,000.28","1,447.61",173.73
2013-12-27,"1,054.50","1,006.68","1,454.58",173.73
2013-12-26,"1,059.00","1,010.79","1,449.35",174.42
2013-12-24,"1,058.50","1,015.35","1,448.03",174.38
2013-12-23,"1,061.00","1,020.58","1,450.92",174.76
2013-12-20,"1,061.00","1,015.21","1,446.67",174.76
2013-12-19,"1,058.50","1,018.47","1,447.18",174.33
2013-12-18,"1,052.50","1,022.54","1,448.98",173.36
2013-12-17,"1,052.00","1,022.25","1,448.81",173.27
2013-12-16,"1,052.50","1,020.95","1,447.71",173.36
2013-12-13,"1,053.00","1,016.51","1,449.35",173.43
2013-12-12,"1,050.50","1,021.19","1,448.11",172.93
2013-12-11,"1,051.00","1,025.37","1,445.65",173.12
2013-12-10,"1,050.50","1,018.72","1,444.12",173.00
2013-12-09,"1,051.00","1,018.81","1,441.34",173.06
2013-12-06,"1,058.00","1,035.33","1,445.02",173.86
2013-12-05,"1,059.50","1,038.73","1,441.87",173.93
2013-12-04,"1,061.00","1,034.01","1,441.05",174.15
2013-12-03,"1,061.00","1,029.10","1,439.67",174.14
2013-12-02,"1,057.00","1,029.71","1,436.25",173.47
2013-11-29,"1,058.50","1,034.10","1,440.30",173.74
2013-11-28,"1,060.00","1,037.28","1,442.45",173.99
2013-11-27,"1,062.50","1,044.43","1,443.73",174.40
2013-11-26,"1,060.00","1,044.54","1,437.04",173.98
2013-11-25,"1,061.50","1,044.17","1,436.85",174.23
2013-11-22,"1,061.00","1,050.29","1,431.71",174.14
2013-11-21,"1,061.50","1,053.49","1,425.28",174.22
2013-11-20,"1,057.50","1,058.13","1,431.22",173.56
2013-11-19,"1,054.50","1,057.57","1,425.68",173.09
2013-11-18,"1,057.00","1,057.85","1,426.63",173.50
2013-11-15,"1,063.50","1,060.11","1,431.47",174.57
2013-11-14,"1,067.50","1,068.78","1,436.53",175.21
2013-11-13,"1,072.50","1,078.11","1,440.58",176.05
2013-11-12,"1,072.50","1,076.59","1,435.54",176.07
2013-11-11,"1,072.00","1,082.83","1,434.76",176.01
2013-11-08,"1,064.50","1,083.68","1,428.24",174.77
2013-11-07,"1,061.00","1,074.87","1,434.26",174.14
2013-11-06,"1,061.00","1,076.83","1,432.67",174.06
2013-11-05,"1,061.00","1,079.68","1,430.76",174.04
2013-11-04,"1,063.00","1,077.55","1,436.11",174.28
2013-11-01,"1,061.00","1,080.56","1,435.96",174.09
2013-10-31,"1,059.50","1,078.37","1,452.68",173.87
2013-10-30,"1,060.00","1,079.21","1,458.45",174.00
2013-10-29,"1,060.50","1,086.91","1,460.94",174.27
2013-10-28,"1,060.50","1,086.69","1,464.66",174.31
2013-10-25,"1,062.00","1,093.83","1,467.37",174.61
2013-10-24,"1,062.00","1,091.02","1,464.60",174.62
2013-10-23,"1,058.00","1,087.69","1,455.49",173.79
2013-10-22,"1,060.50","1,078.07","1,450.02",174.01
2013-10-21,"1,062.00","1,083.12","1,451.65",174.24
2013-10-18,"1,062.00","1,085.11","1,453.35",174.30
2013-10-17,"1,063.00","1,085.25","1,448.76",174.34
2013-10-16,"1,067.00","1,084.68","1,444.50",174.95
2013-10-15,"1,064.50","1,080.49","1,442.72",174.39
2013-10-14,"1,072.00","1,090.65","1,452.02",175.52
2013-10-11,"1,072.00","1,090.54","1,453.95",175.17
2013-10-10,"1,071.50","1,095.27","1,448.24",175.09
2013-10-08,"1,074.00","1,106.65","1,457.31",175.53
2013-10-07,"1,072.50","1,106.58","1,456.78",175.20
2013-10-04,"1,071.00","1,101.63","1,458.27",174.96
2013-10-02,"1,074.50","1,103.07","1,453.80",175.53
2013-10-01,"1,073.50","1,095.52","1,454.59",175.37
2013-09-30,"1,073.00","1,096.02","1,449.52",175.30
2013-09-27,"1,075.00","1,089.49","1,451.47",175.61
2013-09-26,"1,076.50","1,090.90","1,454.35",175.96
2013-09-25,"1,076.00","1,092.16","1,451.63",175.77
2013-09-24,"1,074.00","1,084.08","1,449.79",175.52
2013-09-23,"1,075.00","1,086.63","1,452.65",175.68
2013-09-17,"1,083.50","1,092.24","1,447.01",177.03
2013-09-16,"1,081.00","1,093.35","1,443.46",176.70
2013-09-13,"1,086.50","1,089.99","1,443.74",177.59
2013-09-12,"1,084.50","1,090.39","1,441.08",177.25
2013-09-11,"1,085.50","1,082.90","1,440.46",177.37
2013-09-10,"1,084.50","1,083.42","1,436.75",177.23
2013-09-09,"1,084.50","1,090.83","1,430.67",177.15
2013-09-06,"1,092.50","1,096.56","1,434.34",178.50
2013-09-05,"1,098.50","1,100.15","1,449.14",179.49
2013-09-04,"1,094.50","1,098.90","1,441.68",178.84
2013-09-03,"1,098.50","1,106.36","1,446.94",179.48
2013-09-02,"1,098.50","1,105.02","1,451.56",179.60
2013-08-30,"1,109.00","1,130.71","1,468.76",181.20
2013-08-29,"1,111.50","1,133.61","1,475.52",181.58
2013-08-28,"1,116.00","1,144.97","1,492.32",182.31
2013-08-27,"1,116.50","1,140.22","1,489.08",182.34
2013-08-26,"1,112.50","1,129.21","1,487.08",181.75
2013-08-23,"1,113.50","1,126.91","1,487.41",181.89
2013-08-22,"1,120.00","1,138.10","1,496.43",182.90
2013-08-21,"1,118.50","1,147.06","1,497.67",182.67
2013-08-20,"1,118.50","1,150.25","1,496.44",182.65
2013-08-19,"1,115.50","1,142.23","1,486.96",182.22
2013-08-16,"1,112.50","1,140.56","1,484.19",182.06
2013-08-14,"1,118.50","1,137.50","1,483.24",182.78
2013-08-13,"1,116.00","1,140.87","1,483.61",182.23
2013-08-12,"1,114.50","1,152.77","1,483.07",182.04
2013-08-09,"1,111.50","1,149.67","1,487.97",181.56
2013-08-08,"1,112.50","1,155.00","1,484.63",181.74
2013-08-07,"1,117.50","1,152.66","1,484.60",182.58
2013-08-06,"1,115.50","1,133.64","1,479.49",182.22
2013-08-05,"1,114.50","1,131.70","1,479.83",181.97
2013-08-02,"1,123.00","1,126.94","1,484.83",183.18
2013-08-01,"1,123.00","1,138.37","1,486.63",183.27
2013-07-31,"1,121.50","1,148.02","1,491.03",182.94
2013-07-30,"1,113.50","1,135.53","1,477.95",181.60
2013-07-29,"1,111.50","1,134.65","1,476.63",181.27
2013-07-26,"1,111.50","1,126.82","1,476.41",181.27
2013-07-25,"1,116.00","1,116.00","1,471.56",181.88
2013-07-24,"1,113.50","1,112.50","1,473.83",181.44
2013-07-23,"1,117.50","1,122.78","1,473.76",182.02
2013-07-22,"1,118.50","1,117.94","1,471.50",182.27
2013-07-19,"1,121.00","1,117.87","1,471.65",182.62
2013-07-18,"1,124.50","1,122.48","1,474.44",183.16
2013-07-17,"1,120.50","1,124.32","1,472.90",182.71
2013-07-16,"1,119.00","1,123.27","1,462.31",182.38
2013-07-15,"1,123.50","1,125.08","1,463.58",183.08
2013-07-12,"1,126.00","1,137.26","1,468.53",183.35
2013-07-11,"1,125.50","1,132.41","1,467.76",183.47
2013-07-10,"1,135.50","1,135.16","1,455.26",185.12
2013-07-09,"1,139.50","1,126.21","1,466.88",185.85
2013-07-08,"1,151.00","1,135.89","1,477.19",187.65
2013-07-05,"1,142.00","1,142.23","1,470.10",186.26
2013-07-04,"1,140.00","1,143.32","1,482.11",186.07
2013-07-03,"1,142.50","1,146.51","1,480.11",186.32
2013-07-02,"1,134.50","1,137.57","1,478.37",184.99
2013-07-01,"1,135.50","1,140.29","1,481.15",185.24
2013-06-28,"1,139.50","1,151.59","1,486.82",185.66
2013-06-27,"1,146.50","1,168.59","1,494.69",186.44
2013-06-26,"1,153.50","1,182.35","1,504.97",187.63
2013-06-25,"1,151.50","1,185.40","1,512.38",187.38
2013-06-24,"1,163.50","1,186.28","1,525.99",189.52
2013-06-21,"1,154.00","1,180.44","1,525.82",188.20
2013-06-20,"1,154.50","1,178.78","1,525.79",188.43
2013-06-19,"1,130.00","1,189.97","1,513.52",184.35
2013-06-18,"1,130.50","1,188.37","1,513.29",184.43
2013-06-17,"1,125.50","1,186.24","1,501.30",183.73
2013-06-14,"1,127.00","1,185.19","1,501.95",183.75
2013-06-13,"1,132.50","1,201.34","1,510.42",184.49
2013-06-12,"1,130.00","1,168.20","1,501.88",184.23
2013-06-11,"1,133.50","1,159.95","1,505.29",184.80
2013-06-10,"1,130.00","1,144.77","1,493.41",184.23
2013-06-07,"1,119.00","1,159.95","1,480.21",182.37
2013-06-05,"1,117.00","1,117.78","1,458.80",182.29
2013-06-04,"1,123.00","1,119.31","1,468.21",183.24
2013-06-03,"1,129.50","1,127.25","1,470.38",184.20
2013-05-31,"1,131.00","1,125.93","1,472.45",184.39
2013-05-30,"1,128.00","1,120.49","1,463.02",184.06
2013-05-29,"1,133.00","1,115.38","1,460.21",184.88
2013-05-28,"1,127.00","1,104.14","1,454.73",184.12
2013-05-27,"1,121.00","1,111.33","1,450.91",183.00
2013-05-24,"1,124.50","1,105.59","1,459.26",183.48
2013-05-23,"1,127.00","1,114.96","1,453.72",183.72
2013-05-22,"1,114.50","1,083.30","1,441.05",181.71
2013-05-21,"1,113.50","1,083.91","1,433.41",181.57
2013-05-20,"1,115.00","1,087.17","1,435.01",181.59
2013-05-16,"1,117.50","1,090.46","1,437.22",181.75
2013-05-15,"1,116.00","1,089.52","1,439.86",181.58
2013-05-14,"1,108.00","1,092.92","1,440.95",180.37
2013-05-13,"1,112.50","1,092.83","1,443.02",180.97
2013-05-10,"1,108.00","1,093.13","1,440.73",180.44
2013-05-09,"1,090.00","1,103.91","1,434.33",177.72
2013-05-08,"1,084.00","1,096.50","1,422.42",176.52
2013-05-07,"1,089.50","1,099.51","1,425.28",177.04
2013-05-06,"1,096.50","1,103.23","1,437.29",177.86
2013-05-03,"1,095.50","1,115.69","1,437.84",177.96
2013-05-02,"1,101.50","1,132.76","1,450.90",179.00
2013-04-30,"1,104.50","1,130.15","1,443.03",179.16
2013-04-29,"1,107.00","1,133.06","1,448.29",179.56
2013-04-26,"1,110.50","1,125.01","1,444.87",180.16
2013-04-25,"1,110.50","1,119.12","1,449.54",179.96
2013-04-24,"1,117.00","1,121.82","1,453.55",180.81
2013-04-23,"1,121.50","1,137.08","1,456.16",181.58
2013-04-22,"1,121.50","1,123.75","1,462.88",181.45
2013-04-19,"1,118.50","1,128.09","1,464.12",180.95
2013-04-18,"1,122.00","1,142.92","1,464.55",181.53
2013-04-17,"1,117.50","1,137.87","1,474.54",180.97
2013-04-16,"1,116.50","1,144.07","1,456.36",180.55
2013-04-15,"1,118.50","1,140.16","1,461.10",180.75
2013-04-12,"1,130.00","1,140.03","1,476.80",182.54
2013-04-11,"1,127.50","1,132.26","1,475.78",182.03
2013-04-10,"1,128.50","1,135.31","1,479.01",182.19
2013-04-09,"1,140.00","1,151.75","1,485.31",183.77
2013-04-08,"1,146.00","1,158.28","1,491.63",184.69
2013-04-05,"1,131.50","1,174.36","1,462.58",182.46
2013-04-04,"1,128.00","1,183.01","1,443.50",181.91
2013-04-03,"1,117.00","1,193.89","1,431.66",180.20
2013-04-02,"1,119.00","1,201.55","1,437.47",180.43
2013-04-01,"1,113.50","1,189.76","1,426.84",179.28
2013-03-29,"1,111.00","1,181.41","1,424.41",178.89
2013-03-28,"1,112.00","1,181.34","1,420.36",178.95
2013-03-27,"1,111.50","1,175.32","1,426.17",178.96
2013-03-26,"1,108.00","1,177.47","1,426.55",178.40
2013-03-25,"1,110.00","1,172.49","1,441.89",178.74
2013-03-22,"1,118.00","1,185.83","1,443.90",179.91
2013-03-21,"1,116.50","1,166.54","1,438.83",179.74
2013-03-20,"1,115.00","1,169.38","1,437.12",179.47
2013-03-19,"1,111.50","1,165.09","1,437.28",178.82
2013-03-18,"1,112.50","1,170.19","1,443.14",179.05
2013-03-15,"1,112.00","1,158.33","1,446.93",178.95
2013-03-14,"1,107.00","1,147.63","1,434.34",178.07
2013-03-13,"1,099.50","1,147.46","1,433.31",176.88
2013-03-12,"1,096.00","1,139.29","1,425.35",176.30
2013-03-11,"1,096.00","1,140.00","1,425.02",176.26
2013-03-08,"1,089.50","1,140.48","1,425.83",175.30
2013-03-07,"1,085.50","1,155.65","1,414.19",174.57
2013-03-06,"1,083.00","1,158.91","1,414.72",174.21
2013-03-05,"1,086.00","1,167.24","1,418.86",174.46
2013-03-04,"1,091.00","1,165.60","1,419.50",175.33
2013-02-28,"1,083.00","1,172.20","1,423.28",174.07
2013-02-27,"1,086.50","1,183.94","1,421.69",174.48
2013-02-26,"1,089.50","1,181.54","1,426.48",174.86
2013-02-25,"1,085.50","1,154.17","1,435.57",174.15
2013-02-22,"1,084.00","1,160.35","1,433.05",173.80
2013-02-21,"1,085.50","1,162.58","1,434.71",173.95
2013-02-20,"1,079.00","1,155.12","1,447.59",172.86
2013-02-19,"1,080.50","1,155.74","1,443.01",173.08
2013-02-18,"1,083.50","1,152.05","1,444.85",173.54
2013-02-15,"1,079.00","1,166.49","1,438.85",173.12
2013-02-14,"1,081.50","1,155.57","1,449.53",173.53
2013-02-13,"1,086.50","1,163.77","1,462.10",174.33
2013-02-12,"1,092.00","1,160.22","1,460.55",175.21
2013-02-08,"1,093.50","1,178.09","1,466.71",175.35
2013-02-07,"1,090.50","1,163.32","1,479.70",174.93
2013-02-06,"1,088.00","1,160.53","1,474.02",174.56
2013-02-05,"1,085.50","1,172.25","1,467.60",174.29
2013-02-04,"1,086.50","1,169.66","1,478.18",174.32
2013-02-01,"1,095.00","1,188.41","1,492.81",175.83
2013-01-31,"1,087.00","1,195.56","1,473.97",174.79
2013-01-30,"1,084.00","1,188.47","1,463.83",174.27
2013-01-29,"1,085.00","1,196.65","1,459.76",174.31
2013-01-28,"1,091.00","1,202.47","1,466.52",175.39
2013-01-25,"1,074.50","1,185.33","1,442.09",172.80
2013-01-24,"1,067.50","1,195.01","1,422.34",171.68
2013-01-23,"1,066.00","1,208.07","1,417.67",171.39
2013-01-22,"1,061.50","1,191.22","1,418.06",170.65
2013-01-21,"1,063.00","1,189.70","1,414.53",170.93
2013-01-18,"1,057.00","1,174.84","1,412.47",170.05
2013-01-17,"1,057.00","1,189.91","1,410.36",170.03
2013-01-16,"1,059.50","1,205.21","1,406.38",170.45
2013-01-15,"1,056.50","1,189.75","1,412.75",170.03
2013-01-14,"1,056.10","1,180.66","1,410.95",169.93
